SampleID,isolation.freq,Sample.no,Site,Genus,Epithet,Species,Species_final_nov24,Native.status,Native.status.fine,lat,long,collection.date,site.notes,slants.with.growth,total.slants,geo.pcnm.1,cOtu0,cOtu1,cOtu10,cOtu100,cOtu101,cOtu102,cOtu103,cOtu104,cOtu105,cOtu106,cOtu107,cOtu108,cOtu109,cOtu11,cOtu110,cOtu111,cOtu112,cOtu113,cOtu114,cOtu115,cOtu116,cOtu117,cOtu118,cOtu119,cOtu12,cOtu120,cOtu121,cOtu122,cOtu123,cOtu124,cOtu125,cOtu126,cOtu127,cOtu128,cOtu13,cOtu14,cOtu15,cOtu16,cOtu17,cOtu18,cOtu19,cOtu2,cOtu20,cOtu21,cOtu22,cOtu23,cOtu24,cOtu25,cOtu26,cOtu27,cOtu28,cOtu29,cOtu3,cOtu30,cOtu31,cOtu32,cOtu33,cOtu34,cOtu35,cOtu36,cOtu37,cOtu38,cOtu39,cOtu4,cOtu40,cOtu41,cOtu42,cOtu43,cOtu44,cOtu45,cOtu46,cOtu47,cOtu48,cOtu49,cOtu5,cOtu50,cOtu51,cOtu52,cOtu53,cOtu54,cOtu55,cOtu56,cOtu57,cOtu58,cOtu59,cOtu6,cOtu60,cOtu61,cOtu62,cOtu63,cOtu64,cOtu65,cOtu66,cOtu67,cOtu68,cOtu69,cOtu7,cOtu70,cOtu71,cOtu72,cOtu73,cOtu74,cOtu75,cOtu76,cOtu77,cOtu78,cOtu8,cOtu80,cOtu81,cOtu82,cOtu83,cOtu84,cOtu85,cOtu86,cOtu88,cOtu89,cOtu9,cOtu90,cOtu91,cOtu92,cOtu93,cOtu94,cOtu95,cOtu96,cOtu97,cOtu98,cOtu99
144756,0.208333333,CC.2,R05,Cenchrus,ciliaris,Cenchrus.ciliaris,Cenchrus.ciliaris,Nonnative,Invasive,27.23935245,-97.97910981,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,20,96,-0.10734047,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144757,0.322916667,CC.3,R05,Cenchrus,ciliaris,Cenchrus.ciliaris,Cenchrus.ciliaris,Nonnative,Invasive,27.23935245,-97.97910981,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,31,96,-0.10734047,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144758,0.239583333,SS.1,M01,Setaria,parviflora,Setaria.parviflora,Setaria.parviflora,Native,Native,27.19105745,-97.96186271,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,23,96,-0.098925542,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
144759,0.395833333,SS.2,M01,Setaria,parviflora,Setaria.parviflora,Setaria.parviflora,Native,Native,27.19105745,-97.96186271,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,38,96,-0.098925542,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144760,0.291666667,SS.3,M01,Setaria,parviflora,Setaria.parviflora,Setaria.parviflora,Native,Native,27.19105745,-97.96186271,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,28,96,-0.098925542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144761,0.377777778,HC.1,R05,Heteropogon,contortus,Heteropogon.contortus,Heteropogon.contortus,Nonnative,Established,27.23935245,-97.97910981,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,34,90,-0.10734047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144762,0.15625,HC.2,R05,Heteropogon,contortus,Heteropogon.contortus,Heteropogon.contortus,Nonnative,Established,27.23935245,-97.97910981,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,15,96,-0.10734047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144763,0.114583333,HC.3,R05,Heteropogon,contortus,Heteropogon.contortus,Heteropogon.contortus,Nonnative,Established,27.23935245,-97.97910981,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,11,96,-0.10734047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144764,0.21875,SL.1,E02,Elionurus,tripsacoides,Elionurus.tripsacoides,Elionurus.tripsacoides,Native,Native,27.11740012,-97.95622361,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,21,96,0.337213636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,2,0,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
144765,0.427083333,SL.2,E02,Elionurus,tripsacoides,Elionurus.tripsacoides,Elionurus.tripsacoides,Native,Native,27.11740012,-97.95622361,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,41,96,0.337213636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,2,1,0,0,0,0,0,0,0
144766,0.6875,SL.3,E02,Elionurus,tripsacoides,Elionurus.tripsacoides,Elionurus.tripsacoides,Native,Native,27.11740012,-97.95622361,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,66,96,0.337213636,5,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,1,1,0,0,4,0,0,0,0,1,0,2,1,1,1,1,1,1
144767,0.447916667,DA.1,R05,Bothriochloa,ischaemum,Bothriochloa.ischaemum,Bothriochloa.ischaemum,Nonnative,Invasive,27.23935245,-97.97910981,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,43,96,-0.10734047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144768,0.75257732,DA.2,R05,Bothriochloa,ischaemum,Bothriochloa.ischaemum,Bothriochloa.ischaemum,Nonnative,Invasive,27.23935245,-97.97910981,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,73,97,-0.10734047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144769,0.291666667,DA.3,R05,Bothriochloa,ischaemum,Bothriochloa.ischaemum,Bothriochloa.ischaemum,Nonnative,Invasive,27.23935245,-97.97910981,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,28,96,-0.10734047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144770,0.09375,TP.1,WSDM3,Eragrostis,lugens,Eragrostis.lugens,Eragrostis.lugens,Native,Native,27.1877,-97.95592,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,9,96,0.087940782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144771,0.03125,TP.2,WSDM3,Eragrostis,lugens,Eragrostis.lugens,Eragrostis.lugens,Native,Native,27.1877,-97.95592,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,3,96,0.087940782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144772,0.5,TP.3,WSDM3,Eragrostis,lugens,Eragrostis.lugens,Eragrostis.lugens,Native,Native,27.1877,-97.95592,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,48,96,0.087940782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144773,0.59375,LD.1,E02,Aristida,purpurea var. longesta,Aristida.purpurea var. longesta,Aristida.purpurea var. longesta,Native,Native,27.11740012,-97.95622361,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,57,96,0.337213636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144774,0.6875,LD.2,E02,Aristida,purpurea var. longesta,Aristida.purpurea var. longesta,Aristida.purpurea var. longesta,Native,Native,27.11740012,-97.95622361,2-Jun-20,Sampled clumps of plants with each specimen > 1 m apart,66,96,0.337213636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
